datetime,date,hour,weekday,weekday_name,is_weekend,month,store,store_type,product,category,unit_price,quantity,total_price,customer_id,temperature,is_loyalty
2024-02-12 16:00:00,2024-02-12,16,0,Monday,0,2,Downtown,Mall,Latte,Hot,4.0,1.0,4.0,2465,9.9,0
2024-02-12 16:00:00,2024-02-12,16,0,Monday,0,2,Uptown,Drive-Thru,Iced Latte,Cold,4.5,3.0,13.5,2803,9.4,0
2024-02-12 17:00:00,2024-02-12,17,0,Monday,0,2,Midtown,Mall,Espresso,Hot,3.0,2.0,6.0,4994,12.4,0
2024-02-12 17:00:00,2024-02-12,17,0,Monday,0,2,Midtown,Drive-Thru,Cappuccino,Hot,4.5,2.0,9.0,1896,15.9,1
2024-02-12 17:00:00,2024-02-12,17,0,Monday,0,2,Uptown,Mall,Frappuccino,Cold,5.0,2.0,10.0,4471,16.2,0
2024-02-12 17:00:00,2024-02-12,17,0,Monday,0,2,Uptown,Mall,Espresso,Hot,3.0,3.0,9.0,1721,12.2,1
2024-02-12 17:00:00,2024-02-12,17,0,Monday,0,2,Downtown,Mall,Cappuccino,Hot,4.5,3.0,13.5,2552,0.5,0
2024-02-12 17:00:00,2024-02-12,17,0,Monday,0,2,Midtown,Standalone,Cold Brew,Cold,4.0,1.0,4.0,2249,12.8,0
2024-02-12 18:00:00,2024-02-12,18,0,Monday,0,2,Midtown,Drive-Thru,Cappuccino,Hot,4.5,2.0,9.0,4854,7.8,0
2024-02-12 18:00:00,2024-02-12,18,0,Monday,0,2,Suburb-East,Mall,Latte,Hot,4.0,2.0,8.0,1485,-10.5,0
2024-02-12 19:00:00,2024-02-12,19,0,Monday,0,2,Uptown,Standalone,Cold Brew,Cold,4.0,2.0,8.0,3181,33.5,0
2024-02-12 19:00:00,2024-02-12,19,0,Monday,0,2,Midtown,Mall,Tea,Hot,2.5,2.0,5.0,3605,15.2,0
2024-02-12 19:00:00,2024-02-12,19,0,Monday,0,2,Suburb-West,Mall,Cold Brew,Cold,4.0,3.0,12.0,4499,0.2,0
2024-02-12 19:00:00,2024-02-12,19,0,Monday,0,2,Midtown,Standalone,Cold Brew,Cold,4.0,1.0,4.0,1218,10.4,0
2024-02-12 20:00:00,2024-02-12,20,0,Monday,0,2,Uptown,Standalone,Hot Chocolate,Hot,3.5,2.0,7.0,1857,27.9,1
2024-02-12 20:00:00,2024-02-12,20,0,Monday,0,2,Suburb-West,Drive-Thru,Latte,Hot,4.0,3.0,12.0,1685,-3.7,0
2024-02-12 20:00:00,2024-02-12,20,0,Monday,0,2,Suburb-West,Mall,Frappuccino,Cold,5.0,2.0,10.0,3042,2.9,0
2024-02-12 20:00:00,2024-02-12,20,0,Monday,0,2,Midtown,Drive-Thru,Frappuccino,Cold,5.0,1.0,5.0,3152,13.1,0
2024-02-12 20:00:00,2024-02-12,20,0,Monday,0,2,Suburb-East,Drive-Thru,Hot Chocolate,Hot,3.5,1.0,3.5,2099,-3.8,0
2024-02-13 06:00:00,2024-02-13,6,1,Tuesday,0,2,Suburb-West,Mall,Espresso,Hot,3.0,3.0,9.0,1848,1.7,0
2024-02-13 07:00:00,2024-02-13,7,1,Tuesday,0,2,Suburb-East,Standalone,Cold Brew,Cold,4.0,1.0,4.0,2621,-4.1,0
2024-02-13 07:00:00,2024-02-13,7,1,Tuesday,0,2,Suburb-East,Standalone,Cappuccino,Hot,4.5,2.0,9.0,4831,18.7,1
2024-02-13 08:00:00,2024-02-13,8,1,Tuesday,0,2,Suburb-West,Standalone,Latte,Hot,4.0,2.0,8.0,1550,-6.8,1
2024-02-13 10:00:00,2024-02-13,10,1,Tuesday,0,2,Suburb-East,Standalone,Frappuccino,Cold,5.0,2.0,10.0,1942,10.5,0
2024-02-13 10:00:00,2024-02-13,10,1,Tuesday,0,2,Suburb-West,Standalone,Frappuccino,Cold,5.0,2.0,10.0,2745,19.7,0
2024-02-13 10:00:00,2024-02-13,10,1,Tuesday,0,2,Suburb-East,Standalone,Frappuccino,Cold,5.0,3.0,15.0,4295,-9.9,0
2024-02-13 11:00:00,2024-02-13,11,1,Tuesday,0,2,Suburb-East,Standalone,Espresso,Hot,3.0,2.0,6.0,1735,8.2,0
2024-02-13 11:00:00,2024-02-13,11,1,Tuesday,0,2,Downtown,Drive-Thru,Frappuccino,Cold,5.0,2.0,10.0,4692,36.9,0
2024-02-13 11:00:00,2024-02-13,11,1,Tuesday,0,2,Suburb-West,Mall,Latte,Hot,4.0,2.0,8.0,4218,18.3,0
2024-02-13 11:00:00,2024-02-13,11,1,Tuesday,0,2,Downtown,Drive-Thru,Latte,Hot,4.0,1.0,4.0,1292,3.9,0
2024-02-13 11:00:00,2024-02-13,11,1,Tuesday,0,2,Uptown,Standalone,Frappuccino,Cold,5.0,3.0,15.0,1805,22.3,0
2024-02-13 11:00:00,2024-02-13,11,1,Tuesday,0,2,Midtown,Mall,Iced Latte,Cold,4.5,2.0,9.0,1780,5.1,1
2024-02-13 12:00:00,2024-02-13,12,1,Tuesday,0,2,Suburb-West,Standalone,Iced Latte,Cold,4.5,1.0,4.5,1034,8.7,1
2024-02-13 12:00:00,2024-02-13,12,1,Tuesday,0,2,Midtown,Drive-Thru,Tea,Hot,2.5,3.0,7.5,4874,8.2,0
2024-02-13 13:00:00,2024-02-13,13,1,Tuesday,0,2,Downtown,Mall,Hot Chocolate,Hot,3.5,3.0,10.5,3679,10.0,0
2024-02-13 13:00:00,2024-02-13,13,1,Tuesday,0,2,Suburb-East,Mall,Cold Brew,Cold,4.0,3.0,12.0,1929,26.0,1
2024-02-13 13:00:00,2024-02-13,13,1,Tuesday,0,2,Suburb-East,Drive-Thru,Cold Brew,Cold,4.0,3.0,12.0,3112,-0.6,0
2024-02-13 14:00:00,2024-02-13,14,1,Tuesday,0,2,Suburb-East,Standalone,Hot Chocolate,Hot,3.5,3.0,10.5,2395,-1.4,1
2024-02-13 14:00:00,2024-02-13,14,1,Tuesday,0,2,Uptown,Standalone,Tea,Hot,2.5,2.0,5.0,4154,13.6,1
2024-02-13 16:00:00,2024-02-13,16,1,Tuesday,0,2,Uptown,Mall,Hot Chocolate,Hot,3.5,3.0,10.5,2843,21.0,1
2024-02-13 16:00:00,2024-02-13,16,1,Tuesday,0,2,Midtown,Standalone,Cappuccino,Hot,4.5,3.0,13.5,3365,-11.9,1
2024-02-13 17:00:00,2024-02-13,17,1,Tuesday,0,2,Downtown,Standalone,Hot Chocolate,Hot,3.5,2.0,7.0,4319,10.0,0
2024-02-13 17:00:00,2024-02-13,17,1,Tuesday,0,2,Midtown,Standalone,Cold Brew,Cold,4.0,2.0,8.0,2716,22.3,0
2024-02-13 17:00:00,2024-02-13,17,1,Tuesday,0,2,Suburb-West,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,2335,7.1,0
2024-02-13 17:00:00,2024-02-13,17,1,Tuesday,0,2,Downtown,Standalone,Cappuccino,Hot,4.5,1.0,4.5,1629,4.1,1
2024-02-13 17:00:00,2024-02-13,17,1,Tuesday,0,2,Suburb-West,Standalone,Tea,Hot,2.5,3.0,7.5,2561,15.9,0
2024-02-13 17:00:00,2024-02-13,17,1,Tuesday,0,2,Downtown,Standalone,Tea,Hot,2.5,2.0,5.0,1771,7.9,0
2024-02-13 18:00:00,2024-02-13,18,1,Tuesday,0,2,Suburb-West,Mall,Hot Chocolate,Hot,3.5,1.0,3.5,3617,25.3,1
2024-02-13 18:00:00,2024-02-13,18,1,Tuesday,0,2,Uptown,Mall,Latte,Hot,4.0,3.0,12.0,3764,13.7,0
2024-02-13 18:00:00,2024-02-13,18,1,Tuesday,0,2,Suburb-West,Mall,Hot Chocolate,Hot,3.5,1.0,3.5,1109,-1.2,0
2024-02-13 18:00:00,2024-02-13,18,1,Tuesday,0,2,Suburb-East,Drive-Thru,Iced Latte,Cold,4.5,1.0,4.5,1843,8.3,0
2024-02-13 18:00:00,2024-02-13,18,1,Tuesday,0,2,Suburb-West,Drive-Thru,Latte,Hot,4.0,2.0,8.0,2862,1.5,0
2024-02-13 18:00:00,2024-02-13,18,1,Tuesday,0,2,Downtown,Standalone,Cappuccino,Hot,4.5,1.0,4.5,2338,10.7,1
2024-02-13 18:00:00,2024-02-13,18,1,Tuesday,0,2,Suburb-East,Standalone,Cappuccino,Hot,4.5,3.0,13.5,1453,15.2,0
2024-02-13 19:00:00,2024-02-13,19,1,Tuesday,0,2,Suburb-East,Mall,Latte,Hot,4.0,2.0,8.0,2593,8.7,1
2024-02-13 19:00:00,2024-02-13,19,1,Tuesday,0,2,Uptown,Drive-Thru,Cold Brew,Cold,4.0,2.0,8.0,2268,10.5,0
2024-02-13 19:00:00,2024-02-13,19,1,Tuesday,0,2,Suburb-East,Standalone,Cappuccino,Hot,4.5,2.0,9.0,3472,8.3,0
2024-02-13 19:00:00,2024-02-13,19,1,Tuesday,0,2,Suburb-West,Standalone,Cold Brew,Cold,4.0,2.0,8.0,3058,11.7,1
2024-02-14 06:00:00,2024-02-14,6,2,Wednesday,0,2,Midtown,Standalone,Cold Brew,Cold,4.0,1.0,4.0,1030,38.4,1
2024-02-14 06:00:00,2024-02-14,6,2,Wednesday,0,2,Downtown,Drive-Thru,Tea,Hot,2.5,1.0,2.5,3477,15.6,1
2024-02-14 06:00:00,2024-02-14,6,2,Wednesday,0,2,Midtown,Mall,Hot Chocolate,Hot,3.5,1.0,3.5,2884,26.4,0
2024-02-14 06:00:00,2024-02-14,6,2,Wednesday,0,2,Downtown,Standalone,Iced Latte,Cold,4.5,1.0,4.5,3647,10.8,1
2024-02-14 06:00:00,2024-02-14,6,2,Wednesday,0,2,Midtown,Mall,Iced Latte,Cold,4.5,1.0,4.5,2601,6.6,0
2024-02-14 06:00:00,2024-02-14,6,2,Wednesday,0,2,Suburb-East,Drive-Thru,Cold Brew,Cold,4.0,1.0,4.0,1735,-11.0,1
2024-02-14 07:00:00,2024-02-14,7,2,Wednesday,0,2,Suburb-East,Mall,Hot Chocolate,Hot,3.5,1.0,3.5,2575,16.8,1
2024-02-14 08:00:00,2024-02-14,8,2,Wednesday,0,2,Suburb-West,Mall,Latte,Hot,4.0,1.0,4.0,2611,13.1,0
2024-02-14 08:00:00,2024-02-14,8,2,Wednesday,0,2,Uptown,Drive-Thru,Cappuccino,Hot,4.5,3.0,13.5,2121,27.8,1
2024-02-14 08:00:00,2024-02-14,8,2,Wednesday,0,2,Midtown,Mall,Latte,Hot,4.0,1.0,4.0,3859,18.1,1
2024-02-14 09:00:00,2024-02-14,9,2,Wednesday,0,2,Suburb-East,Standalone,Tea,Hot,2.5,1.0,2.5,4120,1.5,0
2024-02-14 10:00:00,2024-02-14,10,2,Wednesday,0,2,Downtown,Standalone,Latte,Hot,4.0,3.0,12.0,3066,21.6,1
2024-02-14 10:00:00,2024-02-14,10,2,Wednesday,0,2,Suburb-East,Drive-Thru,Hot Chocolate,Hot,3.5,3.0,10.5,1675,15.1,0
2024-02-14 11:00:00,2024-02-14,11,2,Wednesday,0,2,Downtown,Drive-Thru,Hot Chocolate,Hot,3.5,3.0,10.5,1109,10.8,0
2024-02-14 11:00:00,2024-02-14,11,2,Wednesday,0,2,Suburb-East,Mall,Tea,Hot,2.5,2.0,5.0,2407,4.9,1
2024-02-14 11:00:00,2024-02-14,11,2,Wednesday,0,2,Suburb-East,Drive-Thru,Espresso,Hot,3.0,2.0,6.0,1043,10.4,0
2024-02-14 11:00:00,2024-02-14,11,2,Wednesday,0,2,Uptown,Standalone,Frappuccino,Cold,5.0,1.0,5.0,3745,14.9,1
2024-02-14 12:00:00,2024-02-14,12,2,Wednesday,0,2,Suburb-East,Mall,Latte,Hot,4.0,2.0,8.0,1338,-14.7,0
2024-02-14 12:00:00,2024-02-14,12,2,Wednesday,0,2,Suburb-East,Mall,Cappuccino,Hot,4.5,3.0,13.5,2928,-6.8,1
2024-02-14 12:00:00,2024-02-14,12,2,Wednesday,0,2,Uptown,Standalone,Espresso,Hot,3.0,3.0,9.0,3486,10.1,0
2024-02-14 12:00:00,2024-02-14,12,2,Wednesday,0,2,Downtown,Mall,Tea,Hot,2.5,2.0,5.0,1689,-2.6,0
2024-02-14 13:00:00,2024-02-14,13,2,Wednesday,0,2,Midtown,Mall,Cappuccino,Hot,4.5,1.0,4.5,2804,16.1,0
2024-02-14 13:00:00,2024-02-14,13,2,Wednesday,0,2,Downtown,Drive-Thru,Cold Brew,Cold,4.0,1.0,4.0,2810,26.4,0
2024-02-14 13:00:00,2024-02-14,13,2,Wednesday,0,2,Suburb-West,Standalone,Latte,Hot,4.0,2.0,8.0,2599,12.3,0
2024-02-14 13:00:00,2024-02-14,13,2,Wednesday,0,2,Downtown,Mall,Espresso,Hot,3.0,3.0,9.0,1199,19.0,1
2024-02-14 15:00:00,2024-02-14,15,2,Wednesday,0,2,Uptown,Mall,Frappuccino,Cold,5.0,1.0,5.0,4722,17.4,0
2024-02-14 15:00:00,2024-02-14,15,2,Wednesday,0,2,Downtown,Standalone,Tea,Hot,2.5,2.0,5.0,1114,4.8,1
2024-02-14 15:00:00,2024-02-14,15,2,Wednesday,0,2,Uptown,Mall,Latte,Hot,4.0,2.0,8.0,1903,23.1,1
2024-02-14 16:00:00,2024-02-14,16,2,Wednesday,0,2,Uptown,Mall,Cappuccino,Hot,4.5,2.0,9.0,1180,18.6,0
2024-02-14 16:00:00,2024-02-14,16,2,Wednesday,0,2,Midtown,Drive-Thru,Frappuccino,Cold,5.0,2.0,10.0,3302,8.1,0
2024-02-14 17:00:00,2024-02-14,17,2,Wednesday,0,2,Uptown,Mall,Tea,Hot,2.5,2.0,5.0,4845,21.6,0
2024-02-14 17:00:00,2024-02-14,17,2,Wednesday,0,2,Uptown,Mall,Latte,Hot,4.0,2.0,8.0,2460,17.1,0
2024-02-14 17:00:00,2024-02-14,17,2,Wednesday,0,2,Suburb-East,Standalone,Frappuccino,Cold,5.0,2.0,10.0,1049,10.2,0
2024-02-14 17:00:00,2024-02-14,17,2,Wednesday,0,2,Uptown,Drive-Thru,Latte,Hot,4.0,3.0,12.0,3695,19.4,1
2024-02-14 17:00:00,2024-02-14,17,2,Wednesday,0,2,Suburb-West,Mall,Frappuccino,Cold,5.0,1.0,5.0,1179,6.1,0
2024-02-14 17:00:00,2024-02-14,17,2,Wednesday,0,2,Suburb-East,Mall,Iced Latte,Cold,4.5,3.0,13.5,4143,6.6,0
2024-02-14 17:00:00,2024-02-14,17,2,Wednesday,0,2,Suburb-West,Drive-Thru,Cappuccino,Hot,4.5,1.0,4.5,2031,-3.4,1
2024-02-14 18:00:00,2024-02-14,18,2,Wednesday,0,2,Midtown,Drive-Thru,Tea,Hot,2.5,2.0,5.0,3776,5.6,1
2024-02-14 18:00:00,2024-02-14,18,2,Wednesday,0,2,Uptown,Drive-Thru,Frappuccino,Cold,5.0,2.0,10.0,1718,-6.3,0
2024-02-14 18:00:00,2024-02-14,18,2,Wednesday,0,2,Midtown,Drive-Thru,Hot Chocolate,Hot,3.5,1.0,3.5,1276,16.1,0
2024-02-14 18:00:00,2024-02-14,18,2,Wednesday,0,2,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,2.0,7.0,2566,-5.6,0
2024-02-14 19:00:00,2024-02-14,19,2,Wednesday,0,2,Uptown,Mall,Espresso,Hot,3.0,2.0,6.0,1952,27.4,0
2024-02-14 19:00:00,2024-02-14,19,2,Wednesday,0,2,Midtown,Mall,Cold Brew,Cold,4.0,1.0,4.0,4022,30.5,0
2024-02-14 19:00:00,2024-02-14,19,2,Wednesday,0,2,Suburb-West,Standalone,Latte,Hot,4.0,2.0,8.0,1245,10.8,0
2024-02-14 20:00:00,2024-02-14,20,2,Wednesday,0,2,Midtown,Drive-Thru,Cold Brew,Cold,4.0,3.0,12.0,1621,-0.7,0
2024-02-15 06:00:00,2024-02-15,6,3,Thursday,0,2,Downtown,Standalone,Cold Brew,Cold,4.0,2.0,8.0,4782,9.8,1
2024-02-15 06:00:00,2024-02-15,6,3,Thursday,0,2,Midtown,Mall,Cappuccino,Hot,4.5,3.0,13.5,2139,15.1,0
2024-02-15 07:00:00,2024-02-15,7,3,Thursday,0,2,Suburb-West,Mall,Tea,Hot,2.5,2.0,5.0,3654,-8.2,1
2024-02-15 07:00:00,2024-02-15,7,3,Thursday,0,2,Uptown,Drive-Thru,Frappuccino,Cold,5.0,2.0,10.0,2403,2.9,0
2024-02-15 08:00:00,2024-02-15,8,3,Thursday,0,2,Downtown,Drive-Thru,Cold Brew,Cold,4.0,1.0,4.0,4282,5.0,0
2024-02-15 09:00:00,2024-02-15,9,3,Thursday,0,2,Uptown,Standalone,Tea,Hot,2.5,2.0,5.0,3135,9.0,0
2024-02-15 09:00:00,2024-02-15,9,3,Thursday,0,2,Downtown,Mall,Latte,Hot,4.0,1.0,4.0,4562,2.3,0
2024-02-15 09:00:00,2024-02-15,9,3,Thursday,0,2,Downtown,Mall,Cappuccino,Hot,4.5,3.0,13.5,4843,10.7,0
2024-02-15 09:00:00,2024-02-15,9,3,Thursday,0,2,Uptown,Standalone,Cold Brew,Cold,4.0,1.0,4.0,1967,17.1,0
2024-02-15 10:00:00,2024-02-15,10,3,Thursday,0,2,Suburb-East,Mall,Iced Latte,Cold,4.5,2.0,9.0,1672,21.9,1
2024-02-15 10:00:00,2024-02-15,10,3,Thursday,0,2,Suburb-East,Standalone,Cappuccino,Hot,4.5,1.0,4.5,3481,18.0,0
2024-02-15 10:00:00,2024-02-15,10,3,Thursday,0,2,Suburb-West,Standalone,Hot Chocolate,Hot,3.5,1.0,3.5,4963,24.0,0
2024-02-15 10:00:00,2024-02-15,10,3,Thursday,0,2,Suburb-East,Standalone,Latte,Hot,4.0,3.0,12.0,4895,14.0,1
2024-02-15 10:00:00,2024-02-15,10,3,Thursday,0,2,Suburb-East,Drive-Thru,Cappuccino,Hot,4.5,2.0,9.0,2928,9.2,0
2024-02-15 10:00:00,2024-02-15,10,3,Thursday,0,2,Suburb-West,Standalone,Tea,Hot,2.5,3.0,7.5,4114,26.7,0
2024-02-15 11:00:00,2024-02-15,11,3,Thursday,0,2,Downtown,Standalone,Tea,Hot,2.5,1.0,2.5,2750,4.1,1
2024-02-15 11:00:00,2024-02-15,11,3,Thursday,0,2,Suburb-West,Standalone,Cappuccino,Hot,4.5,1.0,4.5,3264,7.9,1
2024-02-15 11:00:00,2024-02-15,11,3,Thursday,0,2,Suburb-East,Standalone,Hot Chocolate,Hot,3.5,3.0,10.5,2252,19.2,0
2024-02-15 12:00:00,2024-02-15,12,3,Thursday,0,2,Suburb-West,Drive-Thru,Hot Chocolate,Hot,3.5,1.0,3.5,1294,10.9,0
2024-02-15 12:00:00,2024-02-15,12,3,Thursday,0,2,Suburb-East,Mall,Cold Brew,Cold,4.0,1.0,4.0,1633,7.4,1
2024-02-15 13:00:00,2024-02-15,13,3,Thursday,0,2,Downtown,Standalone,Frappuccino,Cold,5.0,1.0,5.0,3012,13.9,0
2024-02-15 13:00:00,2024-02-15,13,3,Thursday,0,2,Suburb-East,Drive-Thru,Frappuccino,Cold,5.0,3.0,15.0,2573,14.5,0
2024-02-15 13:00:00,2024-02-15,13,3,Thursday,0,2,Suburb-West,Mall,Latte,Hot,4.0,1.0,4.0,2674,15.8,1
2024-02-15 14:00:00,2024-02-15,14,3,Thursday,0,2,Suburb-East,Standalone,Cappuccino,Hot,4.5,3.0,13.5,1795,5.5,1
2024-02-15 14:00:00,2024-02-15,14,3,Thursday,0,2,Midtown,Drive-Thru,Hot Chocolate,Hot,3.5,1.0,3.5,3600,4.3,0
2024-02-15 14:00:00,2024-02-15,14,3,Thursday,0,2,Downtown,Mall,Tea,Hot,2.5,1.0,2.5,4795,15.4,0
2024-02-15 15:00:00,2024-02-15,15,3,Thursday,0,2,Uptown,Standalone,Hot Chocolate,Hot,3.5,1.0,3.5,1141,6.0,1
2024-02-15 15:00:00,2024-02-15,15,3,Thursday,0,2,Downtown,Drive-Thru,Cappuccino,Hot,4.5,3.0,13.5,2070,15.4,0
2024-02-15 15:00:00,2024-02-15,15,3,Thursday,0,2,Uptown,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,2013,18.0,0
2024-02-15 16:00:00,2024-02-15,16,3,Thursday,0,2,Uptown,Drive-Thru,Espresso,Hot,3.0,1.0,3.0,1478,-1.8,1
2024-02-15 16:00:00,2024-02-15,16,3,Thursday,0,2,Suburb-East,Mall,Tea,Hot,2.5,1.0,2.5,3892,1.3,0
2024-02-15 16:00:00,2024-02-15,16,3,Thursday,0,2,Suburb-West,Standalone,Cold Brew,Cold,4.0,3.0,12.0,4588,9.9,0
2024-02-15 17:00:00,2024-02-15,17,3,Thursday,0,2,Midtown,Drive-Thru,Iced Latte,Cold,4.5,1.0,4.5,3050,9.1,1
2024-02-15 17:00:00,2024-02-15,17,3,Thursday,0,2,Suburb-East,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,4006,10.2,0
2024-02-15 17:00:00,2024-02-15,17,3,Thursday,0,2,Downtown,Standalone,Latte,Hot,4.0,1.0,4.0,3605,1.2,0
2024-02-15 17:00:00,2024-02-15,17,3,Thursday,0,2,Uptown,Drive-Thru,Iced Latte,Cold,4.5,3.0,13.5,4066,24.0,0
2024-02-15 19:00:00,2024-02-15,19,3,Thursday,0,2,Suburb-East,Standalone,Iced Latte,Cold,4.5,2.0,9.0,1026,5.9,1
2024-02-15 19:00:00,2024-02-15,19,3,Thursday,0,2,Downtown,Standalone,Latte,Hot,4.0,1.0,4.0,1286,0.0,1
2024-02-15 19:00:00,2024-02-15,19,3,Thursday,0,2,Suburb-West,Standalone,Tea,Hot,2.5,1.0,2.5,3680,-2.8,0
2024-02-15 19:00:00,2024-02-15,19,3,Thursday,0,2,Uptown,Mall,Cappuccino,Hot,4.5,2.0,9.0,2534,22.6,0
2024-02-15 20:00:00,2024-02-15,20,3,Thursday,0,2,Uptown,Mall,Hot Chocolate,Hot,3.5,2.0,7.0,1745,14.4,0
2024-02-16 06:00:00,2024-02-16,6,4,Friday,0,2,Suburb-East,Drive-Thru,Cold Brew,Cold,4.0,1.0,4.0,1760,-0.7,0
2024-02-16 06:00:00,2024-02-16,6,4,Friday,0,2,Uptown,Standalone,Cold Brew,Cold,4.0,3.0,12.0,2062,6.3,1
2024-02-16 07:00:00,2024-02-16,7,4,Friday,0,2,Suburb-East,Mall,Latte,Hot,4.0,2.0,8.0,4556,12.1,0
2024-02-16 07:00:00,2024-02-16,7,4,Friday,0,2,Midtown,Mall,Latte,Hot,4.0,1.0,4.0,2547,7.7,0
2024-02-16 07:00:00,2024-02-16,7,4,Friday,0,2,Midtown,Standalone,Espresso,Hot,3.0,3.0,9.0,3398,24.4,0
2024-02-16 08:00:00,2024-02-16,8,4,Friday,0,2,Downtown,Mall,Espresso,Hot,3.0,1.0,3.0,1250,8.8,0
2024-02-16 08:00:00,2024-02-16,8,4,Friday,0,2,Suburb-West,Mall,Espresso,Hot,3.0,1.0,3.0,1396,19.1,0
2024-02-16 08:00:00,2024-02-16,8,4,Friday,0,2,Suburb-East,Standalone,Iced Latte,Cold,4.5,1.0,4.5,4817,-15.9,0
2024-02-16 08:00:00,2024-02-16,8,4,Friday,0,2,Suburb-West,Standalone,Tea,Hot,2.5,2.0,5.0,2378,30.6,0
2024-02-16 09:00:00,2024-02-16,9,4,Friday,0,2,Midtown,Standalone,Cold Brew,Cold,4.0,3.0,12.0,4854,12.0,0
2024-02-16 09:00:00,2024-02-16,9,4,Friday,0,2,Suburb-East,Standalone,Espresso,Hot,3.0,1.0,3.0,4994,2.3,0
2024-02-16 09:00:00,2024-02-16,9,4,Friday,0,2,Downtown,Standalone,Espresso,Hot,3.0,2.0,6.0,2871,13.5,1
2024-02-16 10:00:00,2024-02-16,10,4,Friday,0,2,Uptown,Drive-Thru,Espresso,Hot,3.0,2.0,6.0,3465,30.2,0
2024-02-16 10:00:00,2024-02-16,10,4,Friday,0,2,Midtown,Drive-Thru,Cold Brew,Cold,4.0,1.0,4.0,2509,21.8,0
2024-02-16 10:00:00,2024-02-16,10,4,Friday,0,2,Suburb-East,Drive-Thru,Tea,Hot,2.5,1.0,2.5,3704,16.4,0
2024-02-16 11:00:00,2024-02-16,11,4,Friday,0,2,Midtown,Mall,Espresso,Hot,3.0,3.0,9.0,3595,22.9,0
2024-02-16 11:00:00,2024-02-16,11,4,Friday,0,2,Midtown,Standalone,Hot Chocolate,Hot,3.5,3.0,10.5,1956,7.5,0
2024-02-16 11:00:00,2024-02-16,11,4,Friday,0,2,Suburb-West,Standalone,Latte,Hot,4.0,1.0,4.0,2426,9.2,0
2024-02-16 11:00:00,2024-02-16,11,4,Friday,0,2,Downtown,Drive-Thru,Tea,Hot,2.5,3.0,7.5,2203,2.4,0
2024-02-16 12:00:00,2024-02-16,12,4,Friday,0,2,Uptown,Mall,Espresso,Hot,3.0,2.0,6.0,1523,15.1,0
2024-02-16 12:00:00,2024-02-16,12,4,Friday,0,2,Midtown,Mall,Hot Chocolate,Hot,3.5,2.0,7.0,1688,-3.8,1
2024-02-16 13:00:00,2024-02-16,13,4,Friday,0,2,Suburb-East,Drive-Thru,Cold Brew,Cold,4.0,3.0,12.0,1996,7.2,0
2024-02-16 13:00:00,2024-02-16,13,4,Friday,0,2,Downtown,Mall,Latte,Hot,4.0,1.0,4.0,2781,-3.6,1
2024-02-16 13:00:00,2024-02-16,13,4,Friday,0,2,Uptown,Standalone,Frappuccino,Cold,5.0,2.0,10.0,4697,5.3,0
2024-02-16 13:00:00,2024-02-16,13,4,Friday,0,2,Uptown,Drive-Thru,Iced Latte,Cold,4.5,2.0,9.0,3727,-4.8,0
2024-02-16 13:00:00,2024-02-16,13,4,Friday,0,2,Downtown,Drive-Thru,Cappuccino,Hot,4.5,3.0,13.5,4779,1.8,0
2024-02-16 13:00:00,2024-02-16,13,4,Friday,0,2,Suburb-East,Mall,Latte,Hot,4.0,3.0,12.0,4258,6.0,0
2024-02-16 14:00:00,2024-02-16,14,4,Friday,0,2,Suburb-West,Drive-Thru,Latte,Hot,4.0,3.0,12.0,3637,8.4,0
2024-02-16 14:00:00,2024-02-16,14,4,Friday,0,2,Suburb-East,Standalone,Tea,Hot,2.5,1.0,2.5,4311,16.6,0
2024-02-16 14:00:00,2024-02-16,14,4,Friday,0,2,Downtown,Standalone,Iced Latte,Cold,4.5,2.0,9.0,1359,18.8,0
2024-02-16 14:00:00,2024-02-16,14,4,Friday,0,2,Suburb-West,Drive-Thru,Cold Brew,Cold,4.0,1.0,4.0,4049,-3.3,1
2024-02-16 14:00:00,2024-02-16,14,4,Friday,0,2,Midtown,Standalone,Cappuccino,Hot,4.5,3.0,13.5,4495,13.6,0
2024-02-16 15:00:00,2024-02-16,15,4,Friday,0,2,Suburb-West,Drive-Thru,Espresso,Hot,3.0,1.0,3.0,2273,19.7,0
2024-02-16 15:00:00,2024-02-16,15,4,Friday,0,2,Uptown,Standalone,Tea,Hot,2.5,3.0,7.5,2735,5.9,0
2024-02-16 15:00:00,2024-02-16,15,4,Friday,0,2,Uptown,Drive-Thru,Cold Brew,Cold,4.0,1.0,4.0,1436,17.8,0
2024-02-16 16:00:00,2024-02-16,16,4,Friday,0,2,Suburb-East,Standalone,Frappuccino,Cold,5.0,3.0,15.0,1592,16.8,1
2024-02-16 16:00:00,2024-02-16,16,4,Friday,0,2,Uptown,Drive-Thru,Hot Chocolate,Hot,3.5,2.0,7.0,3785,-0.8,0
2024-02-16 16:00:00,2024-02-16,16,4,Friday,0,2,Midtown,Drive-Thru,Cappuccino,Hot,4.5,2.0,9.0,4059,18.2,0
2024-02-16 17:00:00,2024-02-16,17,4,Friday,0,2,Downtown,Drive-Thru,Frappuccino,Cold,5.0,3.0,15.0,2265,22.2,0
